Log file open, 12/06/22 09:53:38
[2022.12.06-14.54.09:155][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Assets/SunlightColorLUT.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Blueprints/Assets/SunlightColorLUT.uasset"
[2022.12.06-14.54.09:158][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Rock.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Props/Materials/M_Rock.uasset"
[2022.12.06-14.54.09:162][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Shelf.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Props/Materials/M_Shelf.uasset"
[2022.12.06-14.54.09:166][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Statue.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Props/Materials/M_Statue.uasset"
[2022.12.06-14.54.09:169][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_StatueGlass.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Props/Materials/M_StatueGlass.uasset"
[2022.12.06-14.54.09:173][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_TableRound.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Props/Materials/M_TableRound.uasset"
[2022.12.06-14.54.09:176][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_Burst.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Particles/Materials/M_Burst.uasset"
[2022.12.06-14.54.09:181][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_Dust_Particle.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Particles/Materials/M_Dust_Particle.uasset"
[2022.12.06-14.54.09:185][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_explosion_subUV.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Particles/Materials/M_explosion_subUV.uasset"
[2022.12.06-14.54.09:189][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_Fire_SubUV.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Particles/Materials/M_Fire_SubUV.uasset"
[2022.12.06-14.54.09:193][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/m_flare_01.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Particles/Materials/m_flare_01.uasset"
[2022.12.06-14.54.09:197][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_Heat_Distortion.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Particles/Materials/M_Heat_Distortion.uasset"
[2022.12.06-14.54.09:201][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_Radial_Gradient.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Particles/Materials/M_Radial_Gradient.uasset"
[2022.12.06-14.54.09:205][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_radial_ramp.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Particles/Materials/M_radial_ramp.uasset"
[2022.12.06-14.54.09:209][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_smoke_subUV.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Particles/Materials/M_smoke_subUV.uasset"
[2022.12.06-14.54.09:212][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_Spark.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Particles/Materials/M_Spark.uasset"
[2022.12.06-14.54.09:225][  0]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2022.12.06-14.54.09:490][  0]LogPackageLocalizationCache: Processed 43 localized package path(s) for 1 prioritized culture(s) in 0.259504 seconds
[2022.12.06-14.54.09:492][  0]LogSerialization: UsePackageTrailer: 'true'
[2022.12.06-14.54.09:500][  0]LogSavePackage: Moving output files for package: /Game/StarterContent/Particles/P_Ambient_Dust
[2022.12.06-14.54.09:501][  0]LogSavePackage: Moving '../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Saved/P_Ambient_DustFF6E4A294146E3D58FC8A98E919AF443.tmp' to '../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Particles/P_Ambient_Dust.uasset'
[2022.12.06-14.54.09:503][  0]LogFileHelpers: InternalPromptForCheckoutAndSave took 278 ms
[2022.12.06-14.54.09:503][  0]LogFeaturePack: Inserted 1 feature packs
[2022.12.06-14.54.09:503][  0]Cmd: MAP LOAD FILE="../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/Maps/OpenWorldExample.umap" TEMPLATE=0 SHOWPROGRESS=1 FEATURELEVEL=4
[2022.12.06-14.54.09:509][  0]LightingResults: New page: Lighting Build
[2022.12.06-14.54.09:514][  0]LogWorld: UWorld::CleanupWorld for Untitled, bSessionEnded=true, bCleanupResources=true
[2022.12.06-14.54.09:514][  0]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2022.12.06-14.54.09:514][  0]MapCheck: New page: Map Check
[2022.12.06-14.54.09:514][  0]LightingResults: New page: Lighting Build
[2022.12.06-14.54.09:518][  0]LogAudio: Display: Audio Device unregistered from world 'None'.
[2022.12.06-14.54.09:522][  0]LogUObjectHash: Compacting FUObjectHashTables data took   0.46ms
[2022.12.06-14.54.09:532][  0]LogAudio: Display: Audio Device (ID: 1) registered with world 'OpenWorldExample'.
[2022.12.06-14.54.09:532][  0]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2022.12.06-14.54.09:532][  0]LogAIModule: Creating AISystem for world OpenWorldExample
[2022.12.06-14.54.09:533][  0]LogWorldPartition: ULevel::OnLevelLoaded(OpenWorldExample)(bIsOwningWorldGameWorld=0, bIsOwningWorldPartitioned=1, bIsValidLevelInstance=0, InitializeForMainWorld=1, InitializeForEditor=0, InitializeForGame=0)
[2022.12.06-14.54.09:533][  0]LogWorldPartition: Display: WorldPartition initialize started...
[2022.12.06-14.54.09:533][  0]LogWorldPartition: UWorldPartition::Initialize(Asset=OpenWorldExample, IsEditor=1, bPIEWorldTravel=0 IsGame=0, IsCooking=0)
[2022.12.06-14.54.09:547][  0]LogContentBundle: [Container: OpenWorldExample] Creating new contrainer.
[2022.12.06-14.54.09:548][  0]LogWorldPartition: Display: WorldPartition initialize took 14 ms
[2022.12.06-14.54.09:549][  0]LogEditorServer: Finished looking for orphan Actors (0.000 secs)
[2022.12.06-14.54.09:555][  0]LogUObjectHash: Compacting FUObjectHashTables data took   0.44ms
[2022.12.06-14.54.09:555][  0]Cmd: MAP CHECKDEP NOCLEARLOG
[2022.12.06-14.54.09:556][  0]MapCheck: Map check complete: 0 Error(s), 0 Warning(s), took 0.309ms to complete.
[2022.12.06-14.54.09:556][  0]LogFileHelpers: Loading map 'OpenWorldExample' took 0.052
[2022.12.06-14.54.09:566][  0]LogUnrealEdMisc: Total Editor Startup Time, took 31.856
[2022.12.06-14.54.09:566][  0]LogShaderCompilers: Display: ================================================
[2022.12.06-14.54.09:566][  0]LogShaderCompilers: Display: === FShaderJobCache stats ===
[2022.12.06-14.54.09:566][  0]LogShaderCompilers: Display: Total job queries 0, among them cache hits 0 (0.00%)
[2022.12.06-14.54.09:566][  0]LogShaderCompilers: Display: Tracking 0 distinct input hashes that result in 0 distinct outputs (0.00%)
[2022.12.06-14.54.09:566][  0]LogShaderCompilers: Display: RAM used: 0.00 MB (0.00 GB) of 1638.40 MB (1.60 GB) budget. Usage: 0.00%
[2022.12.06-14.54.09:566][  0]LogShaderCompilers: Display: === Shader Compilation stats ===
[2022.12.06-14.54.09:566][  0]LogShaderCompilers: Display: Shaders Compiled: 0
[2022.12.06-14.54.09:566][  0]LogShaderCompilers: Display: Jobs assigned 0, completed 0 (0.00%)
[2022.12.06-14.54.09:566][  0]LogShaderCompilers: Display: Time at least one job was in flight (either pending or executed): 0.00 s
[2022.12.06-14.54.09:566][  0]LogShaderCompilers: Display: ================================================
[2022.12.06-14.54.09:681][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.06-14.54.09:688][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.06-14.54.09:693][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.06-14.54.09:699][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.06-14.54.09:899][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/StarterContent.upack', mount point: 'root:/'
[2022.12.06-14.54.09:908][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_FirstPerson.upack', mount point: 'root:/'
[2022.12.06-14.54.09:917][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_FirstPersonBP.upack', mount point: 'root:/'
[2022.12.06-14.54.09:923][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_HandheldARBP.upack', mount point: 'root:/'
[2022.12.06-14.54.09:931][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_ThirdPerson.upack', mount point: 'root:/'
[2022.12.06-14.54.09:939][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_ThirdPersonBP.upack', mount point: 'root:/'
[2022.12.06-14.54.09:945][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_TopDown.upack', mount point: 'root:/'
[2022.12.06-14.54.09:951][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_TopDownBP.upack', mount point: 'root:/'
[2022.12.06-14.54.09:957][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_VehicleAdvBP.upack', mount point: 'root:/'
[2022.12.06-14.54.09:963][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_VirtualRealityBP.upack', mount point: 'root:/'
[2022.12.06-14.54.10:215][  0]LogSlate: Took 0.000256 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Bold.ttf' (160K)
[2022.12.06-14.54.10:221][  0]LogSlate: Took 0.004392 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Italic.ttf' (157K)
[2022.12.06-14.54.10:228][  0]LogSlate: Took 0.006135 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/DroidSansMono.ttf' (77K)
[2022.12.06-14.54.10:284][  0]LogViewport: Scene viewport resized to 1090x912, mode Windowed.
[2022.12.06-14.54.10:508][  0]LogStall: Startup...
[2022.12.06-14.54.10:510][  0]LogStall: Startup complete.
[2022.12.06-14.54.10:517][  0]LogLoad: (Engine Initialization) Total time: 32.81 seconds
[2022.12.06-14.54.10:517][  0]LogLoad: (Engine Initialization) Total Blueprint compile time: 0.00 seconds
[2022.12.06-14.54.10:604][  0]AssetCheck: New page: Asset Save: P_Ambient_Dust
[2022.12.06-14.54.10:604][  0]LogContentValidation: Display: Validating /Script/Engine.ParticleSystem /Game/StarterContent/Particles/P_Ambient_Dust.P_Ambient_Dust
[2022.12.06-14.54.10:611][  0]LogContentStreaming: Texture pool size now 1000 MB
[2022.12.06-14.54.10:693][  2]LogAssetRegistry: Asset discovery search completed in 30.3335 seconds
[2022.12.06-14.54.10:700][  2]LogCollectionManager: Fixed up redirectors for 0 collections in 0.000008 seconds (updated 0 objects)
[2022.12.06-14.55.41:376][ 15]LogDerivedDataCache: C:/Users/agdav/AppData/Local/UnrealEngine/Common/DerivedDataCache: Maintenance finished in +00:00:02.096 and deleted 0 files with total size 0 MiB. Scanned 1604 files in 1594 folders with total size 33 MiB.
[2022.12.06-15.55.41:333][815]LogDerivedDataCache: C:/Users/agdav/AppData/Local/UnrealEngine/Common/DerivedDataCache: Maintenance finished in +00:00:02.053 and deleted 0 files with total size 0 MiB. Scanned 1604 files in 1594 folders with total size 33 MiB.
[2022.12.06-16.55.41:341][615]LogDerivedDataCache: C:/Users/agdav/AppData/Local/UnrealEngine/Common/DerivedDataCache: Maintenance finished in +00:00:02.060 and deleted 0 files with total size 0 MiB. Scanned 1604 files in 1594 folders with total size 33 MiB.
[2022.12.06-17.55.41:337][415]LogDerivedDataCache: C:/Users/agdav/AppData/Local/UnrealEngine/Common/DerivedDataCache: Maintenance finished in +00:00:02.056 and deleted 0 files with total size 0 MiB. Scanned 1604 files in 1594 folders with total size 33 MiB.
[2022.12.06-18.55.41:346][215]LogDerivedDataCache: C:/Users/agdav/AppData/Local/UnrealEngine/Common/DerivedDataCache: Maintenance finished in +00:00:02.065 and deleted 0 files with total size 0 MiB. Scanned 1604 files in 1594 folders with total size 33 MiB.
[2022.12.06-19.55.42:310][ 18]LogDerivedDataCache: C:/Users/agdav/AppData/Local/UnrealEngine/Common/DerivedDataCache: Maintenance finished in +00:00:03.029 and deleted 0 files with total size 0 MiB. Scanned 1604 files in 1594 folders with total size 33 MiB.
[2022.12.06-20.55.41:340][815]LogDerivedDataCache: C:/Users/agdav/AppData/Local/UnrealEngine/Common/DerivedDataCache: Maintenance finished in +00:00:02.059 and deleted 0 files with total size 0 MiB. Scanned 1604 files in 1594 folders with total size 33 MiB.
[2022.12.06-21.55.41:340][615]LogDerivedDataCache: C:/Users/agdav/AppData/Local/UnrealEngine/Common/DerivedDataCache: Maintenance finished in +00:00:02.059 and deleted 0 files with total size 0 MiB. Scanned 1604 files in 1594 folders with total size 33 MiB.
[2022.12.06-21.56.35:988][924]LogSlate: Took 0.004522 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Light.ttf' (167K)
[2022.12.06-21.56.50:728][878]LogSlate: Window 'New Level' being destroyed
[2022.12.06-21.56.50:734][878]Cmd: MAP LOAD FILE="../../../Engine/Content/Maps/Templates/OpenWorld.umap" TEMPLATE=1 SHOWPROGRESS=1 FEATURELEVEL=4
[2022.12.06-21.56.50:734][878]LightingResults: New page: Lighting Build
[2022.12.06-21.56.50:734][878]LoadErrors: New page: Loading map: OpenWorld.umap
[2022.12.06-21.56.50:736][878]LogWorld: UWorld::CleanupWorld for OpenWorldExample, bSessionEnded=true, bCleanupResources=true
[2022.12.06-21.56.50:736][878]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2022.12.06-21.56.50:740][878]LogContentBundle: [Container: OpenWorldExample] Deleting container.
[2022.12.06-21.56.50:740][878]MapCheck: New page: Map Check
[2022.12.06-21.56.50:740][878]LightingResults: New page: Lighting Build
[2022.12.06-21.56.50:746][878]LogAudio: Display: Audio Device unregistered from world 'None'.
[2022.12.06-21.56.50:748][878]LogUObjectHash: Compacting FUObjectHashTables data took   0.55ms
[2022.12.06-21.56.50:753][878]LogAudio: Display: Audio Device (ID: 1) registered with world 'Untitled_1'.
[2022.12.06-21.56.50:753][878]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2022.12.06-21.56.50:753][878]LogAIModule: Creating AISystem for world Untitled_1
[2022.12.06-21.56.50:754][878]LogWorldPartition: ULevel::OnLevelLoaded(Untitled_1)(bIsOwningWorldGameWorld=0, bIsOwningWorldPartitioned=1, bIsValidLevelInstance=0, InitializeForMainWorld=1, InitializeForEditor=0, InitializeForGame=0)
[2022.12.06-21.56.50:754][878]LogWorldPartition: Display: WorldPartition initialize started...
[2022.12.06-21.56.50:754][878]LogWorldPartition: UWorldPartition::Initialize(Asset=Untitled_1, IsEditor=1, bPIEWorldTravel=0 IsGame=0, IsCooking=0)
[2022.12.06-21.56.50:967][878]LogContentBundle: [Container: Untitled_1] Creating new contrainer.
[2022.12.06-21.56.50:967][878]LogWorldPartition: Display: WorldPartition initialize took 213 ms (total: 228 ms)
[2022.12.06-21.56.51:372][878]LogEditorServer: Finished looking for orphan Actors (0.000 secs)
[2022.12.06-21.56.51:470][878]LogUObjectHash: Compacting FUObjectHashTables data took   0.46ms
[2022.12.06-21.56.51:471][878]Cmd: MAP CHECKDEP NOCLEARLOG
[2022.12.06-21.56.51:484][878]MapCheck: Map check complete: 0 Error(s), 0 Warning(s), took 13.679ms to complete.
[2022.12.06-21.56.51:484][878]LogFileHelpers: Loading map 'OpenWorld' took 0.750
[2022.12.06-21.56.51:789][879]LogShaderCompilers: Display: ================================================
[2022.12.06-21.56.51:789][879]LogShaderCompilers: Display: === FShaderJobCache stats ===
[2022.12.06-21.56.51:789][879]LogShaderCompilers: Display: Total job queries 16, among them cache hits 0 (0.00%)
[2022.12.06-21.56.51:789][879]LogShaderCompilers: Display: Tracking 10 distinct input hashes that result in 9 distinct outputs (90.00%)
[2022.12.06-21.56.51:789][879]LogShaderCompilers: Display: RAM used: 0.05 MB (0.00 GB) of 1638.40 MB (1.60 GB) budget. Usage: 0.00%
[2022.12.06-21.56.51:789][879]LogShaderCompilers: Display: === Shader Compilation stats ===
[2022.12.06-21.56.51:789][879]LogShaderCompilers: Display: Shaders Compiled: 0
[2022.12.06-21.56.51:789][879]LogShaderCompilers: Display: Jobs assigned 6, completed 0 (0.00%)
[2022.12.06-21.56.51:789][879]LogShaderCompilers: Display: Time job spent in pending queue: average 0.06 s, longest 0.09 s
[2022.12.06-21.56.51:789][879]LogShaderCompilers: Display: Time at least one job was in flight (either pending or executed): 0.00 s
[2022.12.06-21.56.51:789][879]LogShaderCompilers: Display: Jobs were issued in 6 batches (only local compilation was used), average 1.00 jobs/batch
[2022.12.06-21.56.51:789][879]LogShaderCompilers: Display: ================================================
[2022.12.06-21.57.04:674][252]LogUObjectHash: Compacting FUObjectHashTables data took   0.48ms
[2022.12.06-21.57.04:717][252]LogAssetEditorSubsystem: Opening Asset editor for World /Game/Maps/OpenWorldExample.OpenWorldExample
[2022.12.06-21.57.04:717][252]Cmd: MAP LOAD FILE="../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/Maps/OpenWorldExample.umap" TEMPLATE=0 SHOWPROGRESS=1 FEATURELEVEL=4
[2022.12.06-21.57.04:717][252]LightingResults: New page: Lighting Build
[2022.12.06-21.57.04:717][252]LoadErrors: New page: Loading map: OpenWorldExample.umap
[2022.12.06-21.57.04:753][252]LogWorld: UWorld::CleanupWorld for Untitled_1, bSessionEnded=true, bCleanupResources=true
[2022.12.06-21.57.04:753][252]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2022.12.06-21.57.04:755][252]LogContentBundle: [Container: Untitled_1] Deleting container.
[2022.12.06-21.57.04:755][252]MapCheck: New page: Map Check
[2022.12.06-21.57.04:755][252]LightingResults: New page: Lighting Build
[2022.12.06-21.57.04:760][252]LogAudio: Display: Audio Device unregistered from world 'None'.
[2022.12.06-21.57.04:775][252]LogUObjectHash: Compacting FUObjectHashTables data took   0.71ms
[2022.12.06-21.57.04:780][252]LogWorld: UWorld::CleanupWorld for OpenWorldExample, bSessionEnded=true, bCleanupResources=true
[2022.12.06-21.57.04:780][252]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2022.12.06-21.57.04:786][252]LogUObjectHash: Compacting FUObjectHashTables data took   0.48ms
[2022.12.06-21.57.04:791][252]LogUObjectHash: Compacting FUObjectHashTables data took   0.46ms
[2022.12.06-21.57.04:794][252]LogAudio: Display: Audio Device (ID: 1) registered with world 'OpenWorldExample'.
[2022.12.06-21.57.04:794][252]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2022.12.06-21.57.04:794][252]LogAIModule: Creating AISystem for world OpenWorldExample
[2022.12.06-21.57.04:795][252]LogWorldPartition: ULevel::OnLevelLoaded(OpenWorldExample)(bIsOwningWorldGameWorld=0, bIsOwningWorldPartitioned=1, bIsValidLevelInstance=0, InitializeForMainWorld=1, InitializeForEditor=0, InitializeForGame=0)
[2022.12.06-21.57.04:795][252]LogWorldPartition: Display: WorldPartition initialize started...
[2022.12.06-21.57.04:795][252]LogWorldPartition: UWorldPartition::Initialize(Asset=OpenWorldExample, IsEditor=1, bPIEWorldTravel=0 IsGame=0, IsCooking=0)
[2022.12.06-21.57.04:799][252]LogContentBundle: [Container: OpenWorldExample] Creating new contrainer.
[2022.12.06-21.57.04:799][252]LogWorldPartition: Display: WorldPartition initialize took 4 ms (total: 232 ms)
[2022.12.06-21.57.04:817][252]LogEditorServer: Finished looking for orphan Actors (0.000 secs)
[2022.12.06-21.57.04:825][252]LogUObjectHash: Compacting FUObjectHashTables data took   0.45ms
[2022.12.06-21.57.04:833][252]Cmd: MAP CHECKDEP NOCLEARLOG
[2022.12.06-21.57.04:833][252]MapCheck: Map check complete: 0 Error(s), 0 Warning(s), took 0.171ms to complete.
[2022.12.06-21.57.04:833][252]LogFileHelpers: Loading map 'OpenWorldExample' took 0.116
[2022.12.06-21.57.17:317][414]LogSlate: Window 'New Level' being destroyed
[2022.12.06-21.57.17:322][414]Cmd: MAP LOAD FILE="../../../Engine/Content/Maps/Templates/Template_Default.umap" TEMPLATE=1 SHOWPROGRESS=1 FEATURELEVEL=4
[2022.12.06-21.57.17:328][414]LightingResults: New page: Lighting Build
[2022.12.06-21.57.17:328][414]LoadErrors: New page: Loading map: Template_Default.umap
[2022.12.06-21.57.17:329][414]LogWorld: UWorld::CleanupWorld for OpenWorldExample, bSessionEnded=true, bCleanupResources=true
[2022.12.06-21.57.17:329][414]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2022.12.06-21.57.17:332][414]LogContentBundle: [Container: OpenWorldExample] Deleting container.
[2022.12.06-21.57.17:332][414]MapCheck: New page: Map Check
[2022.12.06-21.57.17:332][414]LightingResults: New page: Lighting Build
[2022.12.06-21.57.17:337][414]LogAudio: Display: Audio Device unregistered from world 'None'.
[2022.12.06-21.57.17:338][414]LogUObjectHash: Compacting FUObjectHashTables data took   0.45ms
[2022.12.06-21.57.17:352][414]LogAudio: Display: Audio Device (ID: 1) registered with world 'Untitled_2'.
[2022.12.06-21.57.17:353][414]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2022.12.06-21.57.17:353][414]LogAIModule: Creating AISystem for world Untitled_2
[2022.12.06-21.57.17:415][414]LogEditorServer: Finished looking for orphan Actors (0.000 secs)
[2022.12.06-21.57.17:422][414]LogUObjectHash: Compacting FUObjectHashTables data took   0.45ms
[2022.12.06-21.57.17:422][414]Cmd: MAP CHECKDEP NOCLEARLOG
[2022.12.06-21.57.17:422][414]MapCheck: Map check complete: 0 Error(s), 0 Warning(s), took 0.207ms to complete.
[2022.12.06-21.57.17:422][414]LogFileHelpers: Loading map 'Template_Default' took 0.100
[2022.12.06-21.57.56:607][559]LogSlate: Window 'Save Level As' being destroyed
[2022.12.06-21.57.59:400][828]LogViewport: Scene viewport resized to 1422x912, mode Windowed.
[2022.12.06-21.58.07:051][600]LogViewport: Scene viewport resized to 945x582, mode Windowed.
[2022.12.06-21.58.10:231][697]LogViewport: Scene viewport resized to 2555x1272, mode Windowed.
[2022.12.06-21.58.17:242][381]LogStatusBar: Looking status bar with open content browser drawer...
[2022.12.06-21.58.17:242][381]LogStatusBar: Using status bar: LevelEditor.StatusBar to dock content browser
[2022.12.06-21.58.17:262][381]LogViewport: Scene viewport resized to 2555x826, mode Windowed.
[2022.12.06-21.59.39:177][463]LogViewport: Scene viewport resized to 2555x1272, mode Windowed.
[2022.12.06-21.59.40:982][640]LogViewport: Scene viewport resized to 1417x1272, mode Windowed.
[2022.12.06-21.59.43:749][953]LogViewport: Scene viewport resized to 1420x1272, mode Windowed.
[2022.12.06-21.59.43:857][962]LogViewport: Scene viewport resized to 1421x1272, mode Windowed.
[2022.12.06-21.59.43:920][968]LogViewport: Scene viewport resized to 1423x1272, mode Windowed.
[2022.12.06-21.59.43:964][972]LogViewport: Scene viewport resized to 1424x1272, mode Windowed.
[2022.12.06-21.59.44:016][977]LogViewport: Scene viewport resized to 1426x1272, mode Windowed.
[2022.12.06-21.59.44:079][983]LogViewport: Scene viewport resized to 1428x1272, mode Windowed.
[2022.12.06-21.59.44:115][986]LogViewport: Scene viewport resized to 1431x1272, mode Windowed.
[2022.12.06-21.59.44:152][988]LogViewport: Scene viewport resized to 1432x1272, mode Windowed.
[2022.12.06-21.59.44:212][993]LogViewport: Scene viewport resized to 1437x1272, mode Windowed.
[2022.12.06-21.59.44:241][995]LogViewport: Scene viewport resized to 1439x1272, mode Windowed.
[2022.12.06-21.59.44:301][  0]LogViewport: Scene viewport resized to 1445x1272, mode Windowed.
[2022.12.06-21.59.44:348][  4]LogViewport: Scene viewport resized to 1447x1272, mode Windowed.
[2022.12.06-21.59.44:377][  6]LogViewport: Scene viewport resized to 1453x1272, mode Windowed.
[2022.12.06-21.59.44:428][ 10]LogViewport: Scene viewport resized to 1457x1272, mode Windowed.
[2022.12.06-21.59.44:457][ 12]LogViewport: Scene viewport resized to 1461x1272, mode Windowed.
[2022.12.06-21.59.44:493][ 14]LogViewport: Scene viewport resized to 1463x1272, mode Windowed.
[2022.12.06-21.59.44:525][ 16]LogViewport: Scene viewport resized to 1466x1272, mode Windowed.
[2022.12.06-21.59.44:572][ 20]LogViewport: Scene viewport resized to 1471x1272, mode Windowed.
[2022.12.06-21.59.44:602][ 22]LogViewport: Scene viewport resized to 1475x1272, mode Windowed.
[2022.12.06-21.59.44:635][ 24]LogViewport: Scene viewport resized to 1479x1272, mode Windowed.
[2022.12.06-21.59.44:681][ 28]LogViewport: Scene viewport resized to 1493x1272, mode Windowed.
[2022.12.06-21.59.44:710][ 30]LogViewport: Scene viewport resized to 1501x1272, mode Windowed.
[2022.12.06-21.59.44:747][ 32]LogViewport: Scene viewport resized to 1519x1272, mode Windowed.
[2022.12.06-21.59.44:778][ 34]LogViewport: Scene viewport resized to 1540x1272, mode Windowed.
[2022.12.06-21.59.44:810][ 36]LogViewport: Scene viewport resized to 1570x1272, mode Windowed.
[2022.12.06-21.59.44:842][ 38]LogViewport: Scene viewport resized to 1598x1272, mode Windowed.
[2022.12.06-21.59.44:875][ 40]LogViewport: Scene viewport resized to 1623x1272, mode Windowed.
[2022.12.06-21.59.44:908][ 42]LogViewport: Scene viewport resized to 1648x1272, mode Windowed.
[2022.12.06-21.59.44:940][ 44]LogViewport: Scene viewport resized to 1671x1272, mode Windowed.
[2022.12.06-21.59.44:972][ 46]LogViewport: Scene viewport resized to 1699x1272, mode Windowed.
